map,description,unique_count,unique_AD_count,total_reads,% of previous step,% of total reads
initial,Initial combinations,27734473,0,27734473,100.0,100.0
quality,After quality filtering,22041916,0,22041916,79.47,79.47
grouped,Grouped counts,212194,0,22041916,100.0,79.47
thresholded,Filtered by # reads > 20,23794,0,21746858,98.66,78.41
