tc_id	model	rate	t_fall	t_rise	v_final	v_inter	GeneName	exp_id	TF
163	sigmoid	0.22941984236240387	NA	16.048734664916992	NA	-0.5853785276412964	FAA4	1	ACA1
164	sigmoid	0.2323838472366333	NA	34.50041198730469	NA	-0.9255708456039429	FDH1	1	ACA1
165	sigmoid	0.13187441229820251	NA	45.1035041809082	NA	-2.0095393657684326	FET4	1	ACA1
166	sigmoid	0.27313098311424255	NA	50.31466293334961	NA	-0.5934759378433228	FIR1	1	ACA1
167	sigmoid	0.2633664906024933	NA	48.315311431884766	NA	0.7587196230888367	FIS1	1	ACA1
168	sigmoid	0.6715386509895325	NA	7.770641326904297	NA	-0.5114732980728149	FIT3	1	ACA1
169	sigmoid	0.057529352605342865	NA	34.124176025390625	NA	-0.634825587272644	FKH1	1	ACA1
170	sigmoid	0.15769483149051666	NA	46.933467864990234	NA	3.3305015563964844	FLO1	1	ACA1
171	sigmoid	0.16547666490077972	NA	44.728057861328125	NA	5.858056545257568	FLO11	1	ACA1
172	sigmoid	0.30528706312179565	NA	54.3757209777832	NA	0.4916897118091583	FLO5	1	ACA1
173	sigmoid	0.19179469347000122	NA	21.641490936279297	NA	-0.3982595205307007	FLO8	1	ACA1
174	sigmoid	0.1208929494023323	NA	45.25419235229492	NA	2.6482431888580322	FLO9	1	ACA1
175	sigmoid	0.28240862488746643	NA	51.24488830566406	NA	-0.6399202346801758	FLR1	1	ACA1
176	sigmoid	0.18109112977981567	NA	37.28739929199219	NA	0.6731119751930237	FMC1	1	ACA1
177	sigmoid	0.1384131759405136	NA	45.16321563720703	NA	2.3334059715270996	FMP16	1	ACA1
178	sigmoid	0.27380022406578064	NA	49.08180236816406	NA	1.1245919466018677	FMP40	1	ACA1
179	sigmoid	0.1704612374305725	NA	32.996028900146484	NA	2.552260637283325	FMP45	1	ACA1
180	sigmoid	0.17731133103370667	NA	22.661176681518555	NA	3.279460906982422	FMP48	1	ACA1
181	sigmoid	0.1274970918893814	NA	34.777896881103516	NA	-0.6865606307983398	FRD1	1	ACA1
182	sigmoid	0.34147584438323975	NA	17.743579864501953	NA	0.46389269828796387	FRE3	1	ACA1
183	sigmoid	0.0848269835114479	NA	36.70906066894531	NA	-0.5827058553695679	FRK1	1	ACA1
184	sigmoid	0.28605887293815613	NA	42.23012161254883	NA	-1.08595609664917	FRM2	1	ACA1
185	impulse	0.5085923075675964	47.151588439941406	18.876129150390625	-0.3998574912548065	0.546876847743988	FSH1	1	ACA1
186	sigmoid	0.21986252069473267	NA	25.435659408569336	NA	-0.5432220697402954	FTR1	1	ACA1
187	sigmoid	0.38246867060661316	NA	17.58974266052246	NA	1.0536670684814453	FUR4	1	ACA1
188	sigmoid	0.3052251636981964	NA	45.06216049194336	NA	1.359468936920166	GAD1	1	ACA1
189	sigmoid	0.19018685817718506	NA	44.82139205932617	NA	1.2021915912628174	GAL7	1	ACA1
190	sigmoid	0.08283056318759918	NA	51.868019104003906	NA	-1.162155270576477	GAS3	1	ACA1
191	sigmoid	0.4322810173034668	NA	13.706189155578613	NA	1.0845977067947388	GAT2	1	ACA1
192	sigmoid	0.27896547317504883	NA	29.057798385620117	NA	-0.5609448552131653	GCR1	1	ACA1
193	sigmoid	0.28921669721603394	NA	52.36986541748047	NA	1.3799597024917603	GCY1	1	ACA1
194	sigmoid	0.30516088008880615	NA	55.103763580322266	NA	-0.6249285936355591	GDA1	1	ACA1
195	sigmoid	0.2761543095111847	NA	45.26737594604492	NA	1.0711010694503784	GDB1	1	ACA1
196	sigmoid	0.11499785631895065	NA	50.2583122253418	NA	1.0667208433151245	GDH3	1	ACA1
197	sigmoid	0.09730136394500732	NA	30.025978088378906	NA	-0.47636330127716064	GEA1	1	ACA1
198	sigmoid	0.04829735681414604	NA	52.04909133911133	NA	0.9455450177192688	GEX2	1	ACA1
199	sigmoid	0.0754748210310936	NA	37.87194061279297	NA	-0.55973052978515625	GGA2	1	ACA1
200	sigmoid	0.08709579706192017	NA	57.52606201171875	NA	-1.0775545835494995	GIC1	1	ACA1
201	sigmoid	0.09040152281522751	NA	39.91222381591797	NA	-0.850669264793396	GIC2	1	ACA1
202	sigmoid	0.5352070331573486	NA	8.440643310546875	NA	0.44911038875579834	GIM4	1	ACA1
203	sigmoid	0.1163509413599968	NA	44.50773239135742	NA	-1.1125127077102661	GIN4	1	ACA1
204	sigmoid	0.16555659472942352	NA	36.8926887512207	NA	1.312712550163269	GIP2	1	ACA1
205	sigmoid	0.2119348645210266	NA	18.90850067138672	NA	-1.2500479221343994	GIT1	1	ACA1
206	sigmoid	0.2911807894706726	NA	48.3151969909668	NA	0.6798797249794006	GLG1	1	ACA1
207	sigmoid	0.5521365404129028	NA	13.10046672821045	NA	-0.4971267879009247	GLN1	1	ACA1
208	sigmoid	0.26890748739242554	NA	45.99344253540039	NA	0.8994907140731812	GLO1	1	ACA1
209	sigmoid	0.21938174962997437	NA	28.41131591796875	NA	-0.6234356164932251	GLY1	1	ACA1
210	sigmoid	0.09106232225894928	NA	40.03343963623047	NA	-1.54042649269104	GND1	1	ACA1
211	sigmoid	0.2808878719806671	NA	50.91426086425781	NA	1.8822752237319946	GND2	1	ACA1
212	sigmoid	0.2946338653564453	NA	53.369361877441406	NA	0.6148849725723267	GOR1	1	ACA1
213	sigmoid	0.3093237578868866	NA	55.52552032470703	NA	0.7252786755561829	GPG1	1	ACA1
214	sigmoid	0.29656776785850525	NA	47.54582595825195	NA	1.1690505743026733	GPH1	1	ACA1
215	sigmoid	0.16256092488765717	NA	50.62883758544922	NA	3.77264142036438	GRE1	1	ACA1
