map,description,unique_count,unique_AD_count,total_reads,% of previous step,% of total reads
initial,Initial combinations,27169803,0,27169803,100.0,100.0
quality,After quality filtering,24827694,0,24827694,91.38,91.38
grouped,Grouped counts,202452,0,24827694,100.0,91.38
thresholded,Filtered by # reads > 20,23293,0,24526930,98.79,90.27
