map,description,unique_count,unique_AD_count,total_reads,% of previous step,% of total reads
initial,Initial combinations,30769218,0,30769218,100.0,100.0
quality,After quality filtering,27828606,0,27828606,90.44,90.44
grouped,Grouped counts,221695,0,27828606,100.0,90.44
thresholded,Filtered by # reads > 20,24117,0,27487562,98.77,89.33
