map,description,unique_count,unique_AD_count,total_reads,% of previous step,% of total reads
initial,Initial combinations,29111285,0,29111285,100.0,100.0
quality,After quality filtering,26856279,0,26856279,92.25,92.25
grouped,Grouped counts,216541,0,26856279,100.0,92.25
thresholded,Filtered by # reads > 20,23878,0,26526967,98.77,91.12
